,F1,F2,F3,F4,F5,F6,F7
AGO2,0.41061446217384523,-0.698946627014544,0.006598650968775505,0.00464113561441783,0.14130371311376785,-0.42154601801612196,0.10307387877965077
AGPAT4,0.1035089347339566,-0.6752607528230103,0.5216690233910755,0.09696297416877299,0.10187147164724496,-0.11922622419066037,0.009305283748041413
AGPAT5,0.3028457499374448,-0.6139122418164474,-0.177426239580845,-0.039857077441586154,0.3043156950114666,0.6284882216324379,0.12923101594644515
AGTRAP,0.2933216598103662,-0.8489542419777839,-0.39215477695975254,0.1813549739188262,0.5101368530689449,-0.13279614255770003,0.4380699464557596
AHCTF1,0.4213655518075246,-0.4537452549745181,0.059703510413223096,-0.06670533304370438,0.46738032317252176,-0.6929964926746162,-0.010897479812560952
AHI1,0.14660459365930262,-0.644371897791049,0.4548423821923468,-0.2251717827462312,-0.07503224248356745,-1.067235821256956,-0.18366301506678584
AHSA1,0.5394609533409199,-0.5408930976227102,0.2641052505876619,-0.01986652005984432,-0.6437913531989485,-0.1915011995709104,0.145548171579208
AIDA,0.4421291271801808,-0.5281963627801419,-0.15079005553079614,0.5173179455165914,0.0711797596947702,-0.16534132254198255,-0.05533596275622156
AKAP8L,0.28310701098245483,-0.2870491255215071,-0.2196193341224001,-0.1402035819317566,0.029336644701368802,0.13466273815894664,0.3594898656962365
AKIRIN1,0.1409484649256179,-0.7824397056500546,-0.39898189661984124,-0.23296108794816475,0.15055375078607955,1.0312386099546023,-0.17396728949075843
AKIRIN2,0.6233433555736726,-0.4392584515514314,0.607663827794127,0.06100087458035181,-0.5813483422844674,-0.1314835220036065,0.24264858893673702
AKR7A2,0.04223480488336825,-0.39112324990040853,-0.45084145394357433,-0.003216946578513109,-0.1053847346977286,0.77417963223036,-0.11153212447780475
AKT3,0.40705880309407877,-0.5037247690308246,0.6525738714384107,-0.04331914801578072,-0.5114993151654751,0.3131896734904348,0.06497955984588297
ALAS1,0.019096418030511295,-0.5115295323110228,-0.0531258434478843,-0.2366145538151361,-0.10126770241465773,0.4237051793757294,-0.11363258718571208
ALDH18A1,0.36839839420115367,-0.7200534054784571,-0.4376650189803018,-0.07644917134046907,0.3336014079111575,-0.593568514697183,0.06395401181606714
ALDH2,0.3913715230800219,-0.36800676360054924,-0.7638235240223443,-0.06735805954402056,0.3141255393183433,-0.33447763849943013,0.08261114405479375
ALDH3A2,0.22594522525894373,-0.7717954913445649,-0.9678461324171708,-0.10431928650834264,0.02713075427574666,-0.5106903059091861,-0.07421127328483441
ALDH4A1,0.07589471883998289,-0.3338588619044735,0.02504979648189125,0.252571308684545,0.11464087645482705,0.711952831368637,-0.013533755663078935
ALDH7A1,0.2734874378894904,-0.8046985619377973,-0.06278597833194519,-0.2568093409616616,0.15902710707599405,0.02342200157317897,0.2382791581307439
ALDH9A1,0.5165158499118404,-0.6158762026182993,-0.04709207803044365,-0.027366107240599784,-0.7244453500268727,-0.19128216874533394,-0.05025941286057334
ALDOC,0.32459165819419467,-0.25744424696326307,0.215134323016462,0.025776092224573246,-0.058642757425679,-0.02246113395192338,-0.14190622366510397
ALG13,0.2957084128310284,-0.813706100588013,-0.11797409325813811,0.0993964530379755,0.5913412146474711,-0.5886838739785386,0.09954303807986839
ALG2,0.2658032638449046,-0.5245681057872683,-0.4656225296960406,0.12223708362822977,0.24293103798020643,0.4448063087665025,0.001315813230638283
ALG3,0.16339915525885895,-0.5536197962972919,-0.8117228314541992,0.3628324329672233,-0.5360143221353084,-0.03766873353797102,-0.01808607896465514
ALG6,-0.02866949768773752,-0.2824153687591023,0.11806753864873056,-0.03363437506704748,0.18775830984174186,0.26118273871469894,-0.12378882302315283
ALG8,0.45429253700548966,-0.42160984036562177,-0.031566711615960356,0.6584400654997761,0.08667419351598168,0.5557788934190585,-0.010937208956631974
AMOT,0.08183517205930359,-0.7212843158784826,0.455853155456683,0.13923998494265052,0.24306481692162824,0.2243210190642985,-0.19020675825847772
AMZ2,0.4844397356723708,-0.44700036455423015,-0.5051980698902552,-0.02295880852024602,0.49514974765332564,-0.27411079282526407,0.06643454686773263
ANAPC1,0.3292299375300428,-0.5110882509444105,-0.14222015519187334,0.037050532440471906,-0.06874744156073334,-0.46783857785609556,0.02030548105605109
ANAPC5,0.11505737491517815,-0.4634772924671801,-0.7294504468288178,0.03903689619217064,0.1275930962235185,-0.4995678525647353,-0.06699984338368052
ANAPC7,0.47589874573882146,-0.40477285818620445,-0.006414764770721646,0.45641485542454685,0.22922580537529724,0.20881990141030152,0.04442934415497991
ANGEL2,0.23401905301916048,-0.8559757285715446,0.017636588568995023,0.4472319641229836,-0.2376763270481374,0.9894039157223293,-0.4310582559346412
