gene,IVF_vs_PA,IVF_vs_vivo,PA_vs_vivo,total_div,vivo_slope
ENSSSCG00000000093,0.28272746886610145,1.3954407937607325,1.1264991887975713,2.804667451424405,-0.3685292746741041
ENSSSCG00000000094,0.46830472544998697,1.1290811639668021,0.959313779654854,2.556699669071643,-0.39306371424929976
ENSSSCG00000000095,0.33367089713089915,0.5149247616279102,0.36434786360005317,1.2129435223588625,-0.155599015512929
ENSSSCG00000000097,0.6235694592537058,0.7266032523826179,0.9533622728301433,2.303534984466467,0.13575413982656348
ENSSSCG00000000104,0.8009782809291656,1.5682455997188303,2.330132815964206,4.699356696612202,-0.02995059428388822
ENSSSCG00000000105,0.09531490024105228,0.8534989249857747,0.8840803044310716,1.8328941296578987,0.06576344725240589
ENSSSCG00000000107,0.5430316876710841,1.2976638155623608,1.6847358542281543,3.525431357461599,-0.2756831078601999
ENSSSCG00000000110,0.34744708333828905,0.11248337153043587,0.41880163095994777,0.8787320858286727,-0.006349915725264856
ENSSSCG00000000116,0.7237629158098229,1.5959682230883203,1.5021392921163332,3.821870431014476,0.14161686169179852
ENSSSCG00000000119,0.5040702925308913,1.4262981111756703,1.4849836924216522,3.4153520961282138,0.011004987024981367
ENSSSCG00000000141,0.29054527545689013,1.5663548799347433,1.3950933334131932,3.2519934888048265,0.11507697964859098
ENSSSCG00000000144,0.10384560407004774,1.6471514205977698,1.662571457595651,3.4135684822634684,0.13260618684574207
ENSSSCG00000000146,0.10156464618715456,0.5456980910623382,0.5749455125563062,1.222208249805799,-0.22979997719833758
ENSSSCG00000000152,0.10209442977837319,0.8692588695000943,0.7873028448994568,1.7586561441779243,-0.09472239271414666
ENSSSCG00000000156,0.301528053561787,0.7123114604766978,0.5841208787455671,1.597960392784052,-0.14444293397963992
ENSSSCG00000000158,0.6546617509188619,0.7527534602410743,0.5741272894836258,1.9815425006435619,0.114316721171223
ENSSSCG00000000160,0.5514067921975093,0.5319429238351473,0.4359117463847463,1.5192614624174028,-0.30647868845712645
ENSSSCG00000000161,1.0631130834418643,1.3952122609578272,1.7509826304598133,4.209307974859504,-0.14282209290199277
ENSSSCG00000000162,0.14556753686078752,0.4909409901575784,0.494582707448495,1.1310912344668609,-0.19767287220131788
ENSSSCG00000000164,1.3659739475498935,1.457733396134474,0.31502117015092873,3.1387285138352965,-0.17104809960414813
ENSSSCG00000000167,0.1470361882243728,0.4809584329511351,0.5838818745709194,1.2118764957464272,-0.17001448981229061
ENSSSCG00000000169,0.6015197253712173,0.6536673712727422,0.41791121820578586,1.6730983148497454,-0.057964013075008466
ENSSSCG00000000176,0.5625017161367951,0.8232840796421004,1.0899845633893794,2.475770359168275,0.015574692309572341
ENSSSCG00000000179,0.18741190958613493,0.7991608424931822,0.8350749011647932,1.8216476532441104,0.08336517900778619
ENSSSCG00000000186,0.8262066726930244,1.6051386515969617,1.139949221043881,3.5712945453338674,-0.26227028481970166
ENSSSCG00000000189,0.08288667136712313,0.42708013462241384,0.4922513051733563,1.0022181111628934,-0.09026848151420845
ENSSSCG00000000190,0.8036159945148619,0.6111022785242503,0.6233466397294489,2.038064912768561,0.10610007051037412
ENSSSCG00000000194,0.38704315982528714,0.9657700195536901,0.8149665245550124,2.1677797039339897,-0.03485287128445985
ENSSSCG00000000198,0.22912896983798725,0.4787383202389648,0.6657994946436715,1.3736667847206236,-0.0015579321892232063
ENSSSCG00000000199,0.7186603462793067,0.5149716451967171,0.5422172071876608,1.7758491986636846,-0.11749749175361072
ENSSSCG00000000202,0.20920393292898035,0.5573295919157517,0.47203235842645347,1.2385658832711854,0.004070513456038287
ENSSSCG00000000203,0.08437977510325363,0.5103451878327168,0.5433272902607204,1.1380522531966908,-0.1984460447935384
ENSSSCG00000000204,0.33034289743820944,0.49766255053272834,0.7679956503671578,1.5960010983380957,-0.11914554230272097
ENSSSCG00000000205,0.2559916489391113,0.5977978761723752,0.6671351558557902,1.5209246809672767,-0.21914083018038794
ENSSSCG00000000207,0.1293464592361331,0.4690326415239038,0.590738973907969,1.189118074668006,0.05515428817181268
ENSSSCG00000000209,0.14983920644178464,0.55091631232229,0.6044450412082252,1.3052005599722998,-0.21975283567518908
ENSSSCG00000000214,0.23588274772949497,0.3587011009371522,0.2458947071227632,0.8404785557894103,0.054792419870898904
