gene,n_cpg_1x,n_cpg_5x,n_cpg_10x,frac_5x,frac_10x
ENSSSCG00000031869,10,0,0,0.0,0.0
ENSSSCG00000031870,57,13,6,0.22807017543859648,0.10526315789473684
ENSSSCG00000031871,3,0,0,0.0,0.0
ENSSSCG00000031874,4,0,0,0.0,0.0
ENSSSCG00000031876,16,3,0,0.1875,0.0
ENSSSCG00000031877,36,26,17,0.7222222222222222,0.4722222222222222
ENSSSCG00000031881,12,1,0,0.08333333333333333,0.0
ENSSSCG00000031882,7,5,0,0.7142857142857143,0.0
ENSSSCG00000031883,3,0,0,0.0,0.0
ENSSSCG00000031888,41,14,14,0.34146341463414637,0.34146341463414637
ENSSSCG00000031889,29,9,8,0.3103448275862069,0.27586206896551724
ENSSSCG00000031890,3,1,0,0.3333333333333333,0.0
ENSSSCG00000031893,4,0,0,0.0,0.0
ENSSSCG00000031897,2,0,0,0.0,0.0
ENSSSCG00000031898,10,5,1,0.5,0.1
ENSSSCG00000031899,6,2,2,0.3333333333333333,0.3333333333333333
ENSSSCG00000031901,4,1,1,0.25,0.25
ENSSSCG00000031903,8,2,0,0.25,0.0
ENSSSCG00000031904,21,7,3,0.3333333333333333,0.14285714285714285
ENSSSCG00000031905,35,13,0,0.37142857142857144,0.0
ENSSSCG00000031911,2,0,0,0.0,0.0
ENSSSCG00000031912,130,49,32,0.3769230769230769,0.24615384615384617
ENSSSCG00000031913,1,0,0,0.0,0.0
ENSSSCG00000031914,7,5,0,0.7142857142857143,0.0
ENSSSCG00000031915,8,0,0,0.0,0.0
ENSSSCG00000031916,18,6,5,0.3333333333333333,0.2777777777777778
ENSSSCG00000031917,27,2,0,0.07407407407407407,0.0
ENSSSCG00000031918,21,2,1,0.09523809523809523,0.047619047619047616
ENSSSCG00000031920,5,4,0,0.8,0.0
ENSSSCG00000031922,2,1,1,0.5,0.5
ENSSSCG00000031924,24,12,5,0.5,0.20833333333333334
ENSSSCG00000031925,65,10,2,0.15384615384615385,0.03076923076923077
ENSSSCG00000031928,3,1,1,0.3333333333333333,0.3333333333333333
ENSSSCG00000031932,4,0,0,0.0,0.0
ENSSSCG00000031933,56,18,12,0.32142857142857145,0.21428571428571427
ENSSSCG00000031938,15,9,3,0.6,0.2
ENSSSCG00000031940,6,0,0,0.0,0.0
ENSSSCG00000031941,18,4,4,0.2222222222222222,0.2222222222222222
ENSSSCG00000031942,7,1,0,0.14285714285714285,0.0
ENSSSCG00000031944,1,0,0,0.0,0.0
ENSSSCG00000031946,9,2,2,0.2222222222222222,0.2222222222222222
ENSSSCG00000031949,3,0,0,0.0,0.0
ENSSSCG00000031950,2,0,0,0.0,0.0
ENSSSCG00000031951,29,16,2,0.5517241379310345,0.06896551724137931
ENSSSCG00000031955,7,1,1,0.14285714285714285,0.14285714285714285
ENSSSCG00000031957,36,10,5,0.2777777777777778,0.1388888888888889
ENSSSCG00000031958,16,9,4,0.5625,0.25
ENSSSCG00000031959,12,3,0,0.25,0.0
ENSSSCG00000031962,1,0,0,0.0,0.0
ENSSSCG00000031963,20,7,5,0.35,0.25
ENSSSCG00000031965,1,0,0,0.0,0.0
ENSSSCG00000031966,1,0,0,0.0,0.0
ENSSSCG00000031967,18,6,3,0.3333333333333333,0.16666666666666666
ENSSSCG00000031970,34,10,8,0.29411764705882354,0.23529411764705882
ENSSSCG00000031977,14,1,1,0.07142857142857142,0.07142857142857142
ENSSSCG00000031978,1,1,0,1.0,0.0
ENSSSCG00000031979,7,0,0,0.0,0.0
ENSSSCG00000031982,11,0,0,0.0,0.0
ENSSSCG00000031988,35,13,0,0.37142857142857144,0.0
ENSSSCG00000031990,33,26,22,0.7878787878787878,0.6666666666666666
ENSSSCG00000031991,28,8,6,0.2857142857142857,0.21428571428571427
ENSSSCG00000031995,10,0,0,0.0,0.0
ENSSSCG00000031999,2,1,1,0.5,0.5
ENSSSCG00000032001,138,85,61,0.6159420289855072,0.4420289855072464
ENSSSCG00000032003,19,1,0,0.05263157894736842,0.0
ENSSSCG00000032007,30,5,2,0.16666666666666666,0.06666666666666667
ENSSSCG00000032010,19,2,0,0.10526315789473684,0.0
ENSSSCG00000032012,5,0,0,0.0,0.0
ENSSSCG00000032015,14,1,1,0.07142857142857142,0.07142857142857142
ENSSSCG00000032016,2,0,0,0.0,0.0
ENSSSCG00000032019,1,0,0,0.0,0.0
ENSSSCG00000032020,3,3,0,1.0,0.0
ENSSSCG00000032021,30,4,0,0.13333333333333333,0.0
ENSSSCG00000032022,6,3,0,0.5,0.0
ENSSSCG00000032024,12,2,2,0.16666666666666666,0.16666666666666666
ENSSSCG00000032025,2,0,0,0.0,0.0
ENSSSCG00000032028,21,9,7,0.42857142857142855,0.3333333333333333
ENSSSCG00000032029,42,19,0,0.4523809523809524,0.0
ENSSSCG00000032031,4,0,0,0.0,0.0
ENSSSCG00000032032,16,7,4,0.4375,0.25
ENSSSCG00000032033,334,195,87,0.5838323353293413,0.26047904191616766
ENSSSCG00000032040,1,0,0,0.0,0.0
ENSSSCG00000032042,21,10,8,0.47619047619047616,0.38095238095238093
ENSSSCG00000032043,57,28,15,0.49122807017543857,0.2631578947368421
ENSSSCG00000032046,7,3,3,0.42857142857142855,0.42857142857142855
ENSSSCG00000032048,4,0,0,0.0,0.0
ENSSSCG00000032049,26,5,0,0.19230769230769232,0.0
ENSSSCG00000032053,10,2,0,0.2,0.0
ENSSSCG00000032054,7,1,0,0.14285714285714285,0.0
ENSSSCG00000032055,33,9,4,0.2727272727272727,0.12121212121212122
ENSSSCG00000032056,17,1,0,0.058823529411764705,0.0
ENSSSCG00000032057,36,7,3,0.19444444444444445,0.08333333333333333
ENSSSCG00000032059,40,12,2,0.3,0.05
ENSSSCG00000032060,33,25,13,0.7575757575757576,0.3939393939393939
ENSSSCG00000032062,7,1,1,0.14285714285714285,0.14285714285714285
ENSSSCG00000032063,57,30,28,0.5263157894736842,0.49122807017543857
ENSSSCG00000032067,9,0,0,0.0,0.0
ENSSSCG00000032073,16,2,1,0.125,0.0625
ENSSSCG00000032074,86,22,11,0.2558139534883721,0.12790697674418605
ENSSSCG00000032076,10,0,0,0.0,0.0
ENSSSCG00000032077,8,2,1,0.25,0.125
ENSSSCG00000032078,58,17,4,0.29310344827586204,0.06896551724137931
ENSSSCG00000032080,1,0,0,0.0,0.0
ENSSSCG00000032081,34,2,0,0.058823529411764705,0.0
ENSSSCG00000032082,29,7,5,0.2413793103448276,0.1724137931034483
ENSSSCG00000032083,14,3,1,0.21428571428571427,0.07142857142857142
ENSSSCG00000032085,17,6,2,0.35294117647058826,0.11764705882352941
ENSSSCG00000032086,16,6,6,0.375,0.375
ENSSSCG00000032090,12,12,11,1.0,0.9166666666666666
ENSSSCG00000032092,25,6,6,0.24,0.24
ENSSSCG00000032094,21,14,12,0.6666666666666666,0.5714285714285714
ENSSSCG00000032095,2,0,0,0.0,0.0
ENSSSCG00000032096,3,0,0,0.0,0.0
ENSSSCG00000032097,3,0,0,0.0,0.0
ENSSSCG00000032098,9,1,0,0.1111111111111111,0.0
ENSSSCG00000032106,12,3,3,0.25,0.25
ENSSSCG00000032110,10,4,0,0.4,0.0
ENSSSCG00000032111,57,5,2,0.08771929824561403,0.03508771929824561
ENSSSCG00000032113,1,0,0,0.0,0.0
ENSSSCG00000032115,14,2,0,0.14285714285714285,0.0
ENSSSCG00000032116,18,3,1,0.16666666666666666,0.05555555555555555
ENSSSCG00000032117,4,0,0,0.0,0.0
ENSSSCG00000032119,24,18,10,0.75,0.4166666666666667
ENSSSCG00000032124,7,5,3,0.7142857142857143,0.42857142857142855
ENSSSCG00000032129,5,4,0,0.8,0.0
ENSSSCG00000032131,3,1,1,0.3333333333333333,0.3333333333333333
ENSSSCG00000032133,1,0,0,0.0,0.0
ENSSSCG00000032134,29,8,4,0.27586206896551724,0.13793103448275862
ENSSSCG00000032141,13,3,0,0.23076923076923078,0.0
ENSSSCG00000032144,33,6,4,0.18181818181818182,0.12121212121212122
ENSSSCG00000032145,73,4,1,0.0547945205479452,0.0136986301369863
ENSSSCG00000032146,33,11,0,0.3333333333333333,0.0
ENSSSCG00000032148,6,0,0,0.0,0.0
ENSSSCG00000032149,7,4,4,0.5714285714285714,0.5714285714285714
ENSSSCG00000032151,12,5,4,0.4166666666666667,0.3333333333333333
ENSSSCG00000032153,29,13,5,0.4482758620689655,0.1724137931034483
ENSSSCG00000032154,35,6,1,0.17142857142857143,0.02857142857142857
ENSSSCG00000032160,1,0,0,0.0,0.0
ENSSSCG00000032162,3,1,1,0.3333333333333333,0.3333333333333333
ENSSSCG00000032164,20,3,1,0.15,0.05
ENSSSCG00000032165,7,1,1,0.14285714285714285,0.14285714285714285
ENSSSCG00000032166,16,9,4,0.5625,0.25
ENSSSCG00000032167,88,50,28,0.5681818181818182,0.3181818181818182
ENSSSCG00000032169,6,0,0,0.0,0.0
ENSSSCG00000032170,2,1,1,0.5,0.5
ENSSSCG00000032171,16,14,14,0.875,0.875
ENSSSCG00000032172,5,4,1,0.8,0.2
ENSSSCG00000032174,1,0,0,0.0,0.0
ENSSSCG00000032176,45,17,10,0.37777777777777777,0.2222222222222222
ENSSSCG00000032180,18,3,1,0.16666666666666666,0.05555555555555555
ENSSSCG00000032181,8,0,0,0.0,0.0
ENSSSCG00000032182,65,37,24,0.5692307692307692,0.36923076923076925
ENSSSCG00000032188,53,26,0,0.49056603773584906,0.0
ENSSSCG00000032190,8,4,2,0.5,0.25
ENSSSCG00000032191,19,9,6,0.47368421052631576,0.3157894736842105
ENSSSCG00000032192,4,0,0,0.0,0.0
ENSSSCG00000032193,35,9,8,0.2571428571428571,0.22857142857142856
ENSSSCG00000032196,16,7,6,0.4375,0.375
ENSSSCG00000032197,9,1,0,0.1111111111111111,0.0
ENSSSCG00000032198,25,0,0,0.0,0.0
ENSSSCG00000032202,9,3,3,0.3333333333333333,0.3333333333333333
ENSSSCG00000032204,5,0,0,0.0,0.0
ENSSSCG00000032208,22,7,5,0.3181818181818182,0.22727272727272727
ENSSSCG00000032213,2,1,0,0.5,0.0
ENSSSCG00000032214,39,10,8,0.2564102564102564,0.20512820512820512
ENSSSCG00000032215,96,28,13,0.2916666666666667,0.13541666666666666
ENSSSCG00000032216,28,2,0,0.07142857142857142,0.0
ENSSSCG00000032220,15,10,6,0.6666666666666666,0.4
ENSSSCG00000032223,10,4,3,0.4,0.3
ENSSSCG00000032224,1,0,0,0.0,0.0
ENSSSCG00000032228,18,6,2,0.3333333333333333,0.1111111111111111
ENSSSCG00000032231,20,12,11,0.6,0.55
ENSSSCG00000032234,18,5,3,0.2777777777777778,0.16666666666666666
ENSSSCG00000032235,43,7,6,0.16279069767441862,0.13953488372093023
ENSSSCG00000032240,21,16,9,0.7619047619047619,0.42857142857142855
ENSSSCG00000032242,52,5,4,0.09615384615384616,0.07692307692307693
ENSSSCG00000032244,8,1,0,0.125,0.0
ENSSSCG00000032248,2,0,0,0.0,0.0
ENSSSCG00000032249,106,37,22,0.3490566037735849,0.20754716981132076
ENSSSCG00000032250,12,3,3,0.25,0.25
ENSSSCG00000032254,29,2,0,0.06896551724137931,0.0
ENSSSCG00000032257,6,0,0,0.0,0.0
ENSSSCG00000032261,6,0,0,0.0,0.0
ENSSSCG00000032262,33,6,1,0.18181818181818182,0.030303030303030304
ENSSSCG00000032265,71,14,9,0.19718309859154928,0.1267605633802817
ENSSSCG00000032266,7,0,0,0.0,0.0
ENSSSCG00000032269,23,16,2,0.6956521739130435,0.08695652173913043
ENSSSCG00000032275,13,4,0,0.3076923076923077,0.0
ENSSSCG00000032279,122,93,77,0.7622950819672131,0.6311475409836066
ENSSSCG00000032280,33,19,9,0.5757575757575758,0.2727272727272727
ENSSSCG00000032282,27,22,22,0.8148148148148148,0.8148148148148148
ENSSSCG00000032284,26,12,11,0.46153846153846156,0.4230769230769231
ENSSSCG00000032288,25,8,7,0.32,0.28
ENSSSCG00000032289,13,4,1,0.3076923076923077,0.07692307692307693
ENSSSCG00000032297,19,11,2,0.5789473684210527,0.10526315789473684
ENSSSCG00000032298,14,1,0,0.07142857142857142,0.0
ENSSSCG00000032299,38,28,9,0.7368421052631579,0.23684210526315788
ENSSSCG00000032301,102,27,1,0.2647058823529412,0.00980392156862745
ENSSSCG00000032303,35,7,4,0.2,0.11428571428571428
ENSSSCG00000032304,111,71,53,0.6396396396396397,0.4774774774774775
ENSSSCG00000032312,5,0,0,0.0,0.0
ENSSSCG00000032313,16,4,1,0.25,0.0625
ENSSSCG00000032315,12,5,2,0.4166666666666667,0.16666666666666666
ENSSSCG00000032320,7,0,0,0.0,0.0
ENSSSCG00000032323,4,2,0,0.5,0.0
ENSSSCG00000032328,17,3,2,0.17647058823529413,0.11764705882352941
ENSSSCG00000032330,7,3,3,0.42857142857142855,0.42857142857142855
ENSSSCG00000032332,11,6,5,0.5454545454545454,0.45454545454545453
ENSSSCG00000032335,1,0,0,0.0,0.0
ENSSSCG00000032337,10,2,1,0.2,0.1
ENSSSCG00000032340,21,4,2,0.19047619047619047,0.09523809523809523
ENSSSCG00000032341,6,0,0,0.0,0.0
ENSSSCG00000032343,1,0,0,0.0,0.0
ENSSSCG00000032344,7,2,0,0.2857142857142857,0.0
ENSSSCG00000032352,21,5,0,0.23809523809523808,0.0
ENSSSCG00000032353,11,1,1,0.09090909090909091,0.09090909090909091
ENSSSCG00000032355,20,18,6,0.9,0.3
ENSSSCG00000032356,34,10,2,0.29411764705882354,0.058823529411764705
ENSSSCG00000032357,17,4,1,0.23529411764705882,0.058823529411764705
ENSSSCG00000032358,1,1,0,1.0,0.0
ENSSSCG00000032360,22,4,1,0.18181818181818182,0.045454545454545456
ENSSSCG00000032364,32,1,1,0.03125,0.03125
ENSSSCG00000032366,22,6,0,0.2727272727272727,0.0
ENSSSCG00000032367,42,14,3,0.3333333333333333,0.07142857142857142
ENSSSCG00000032369,11,3,0,0.2727272727272727,0.0
ENSSSCG00000032372,11,2,2,0.18181818181818182,0.18181818181818182
ENSSSCG00000032374,2,2,1,1.0,0.5
ENSSSCG00000032377,69,50,40,0.7246376811594203,0.5797101449275363
ENSSSCG00000032379,8,7,4,0.875,0.5
ENSSSCG00000032380,30,0,0,0.0,0.0
ENSSSCG00000032381,9,1,1,0.1111111111111111,0.1111111111111111
ENSSSCG00000032383,18,1,0,0.05555555555555555,0.0
ENSSSCG00000032385,1,0,0,0.0,0.0
ENSSSCG00000032390,8,1,1,0.125,0.125
ENSSSCG00000032392,76,44,36,0.5789473684210527,0.47368421052631576
ENSSSCG00000032397,19,9,0,0.47368421052631576,0.0
ENSSSCG00000032398,41,0,0,0.0,0.0
ENSSSCG00000032400,22,8,3,0.36363636363636365,0.13636363636363635
ENSSSCG00000032403,9,3,0,0.3333333333333333,0.0
ENSSSCG00000032404,29,12,6,0.41379310344827586,0.20689655172413793
ENSSSCG00000032407,21,1,0,0.047619047619047616,0.0
ENSSSCG00000032408,59,46,39,0.7796610169491526,0.6610169491525424
ENSSSCG00000032410,27,9,0,0.3333333333333333,0.0
ENSSSCG00000032411,29,6,0,0.20689655172413793,0.0
ENSSSCG00000032413,3,1,1,0.3333333333333333,0.3333333333333333
ENSSSCG00000032416,8,0,0,0.0,0.0
ENSSSCG00000032417,51,19,6,0.37254901960784315,0.11764705882352941
ENSSSCG00000032419,6,0,0,0.0,0.0
ENSSSCG00000032422,39,10,4,0.2564102564102564,0.10256410256410256
ENSSSCG00000032423,60,29,7,0.48333333333333334,0.11666666666666667
ENSSSCG00000032424,9,3,0,0.3333333333333333,0.0
ENSSSCG00000032428,13,4,4,0.3076923076923077,0.3076923076923077
ENSSSCG00000032429,4,1,0,0.25,0.0
ENSSSCG00000032430,2,0,0,0.0,0.0
ENSSSCG00000032433,99,46,30,0.46464646464646464,0.30303030303030304
ENSSSCG00000032434,3,0,0,0.0,0.0
ENSSSCG00000032436,9,0,0,0.0,0.0
ENSSSCG00000032438,2,0,0,0.0,0.0
ENSSSCG00000032443,32,13,4,0.40625,0.125
ENSSSCG00000032444,19,1,1,0.05263157894736842,0.05263157894736842
ENSSSCG00000032445,7,1,1,0.14285714285714285,0.14285714285714285
ENSSSCG00000032446,2,0,0,0.0,0.0
ENSSSCG00000032447,1,0,0,0.0,0.0
ENSSSCG00000032450,19,5,0,0.2631578947368421,0.0
ENSSSCG00000032452,8,3,1,0.375,0.125
ENSSSCG00000032453,26,7,7,0.2692307692307692,0.2692307692307692
ENSSSCG00000032455,19,1,0,0.05263157894736842,0.0
ENSSSCG00000032456,9,6,0,0.6666666666666666,0.0
ENSSSCG00000032457,31,4,2,0.12903225806451613,0.06451612903225806
ENSSSCG00000032460,13,11,5,0.8461538461538461,0.38461538461538464
ENSSSCG00000032463,3,1,1,0.3333333333333333,0.3333333333333333
ENSSSCG00000032464,128,34,21,0.265625,0.1640625
ENSSSCG00000032465,15,1,0,0.06666666666666667,0.0
ENSSSCG00000032467,10,2,0,0.2,0.0
ENSSSCG00000032469,21,10,8,0.47619047619047616,0.38095238095238093
ENSSSCG00000032472,18,2,2,0.1111111111111111,0.1111111111111111
ENSSSCG00000032473,18,3,0,0.16666666666666666,0.0
ENSSSCG00000032474,1,0,0,0.0,0.0
ENSSSCG00000032475,7,1,1,0.14285714285714285,0.14285714285714285
ENSSSCG00000032477,5,0,0,0.0,0.0
ENSSSCG00000032478,79,33,22,0.4177215189873418,0.27848101265822783
ENSSSCG00000032479,2,0,0,0.0,0.0
ENSSSCG00000032481,8,2,2,0.25,0.25
ENSSSCG00000032482,5,5,0,1.0,0.0
ENSSSCG00000032483,31,14,7,0.45161290322580644,0.22580645161290322
ENSSSCG00000032488,30,4,2,0.13333333333333333,0.06666666666666667
ENSSSCG00000032489,7,2,0,0.2857142857142857,0.0
ENSSSCG00000032493,34,28,13,0.8235294117647058,0.38235294117647056
ENSSSCG00000032494,8,1,0,0.125,0.0
ENSSSCG00000032495,1,0,0,0.0,0.0
ENSSSCG00000032498,16,3,3,0.1875,0.1875
ENSSSCG00000032501,73,38,28,0.5205479452054794,0.3835616438356164
ENSSSCG00000032505,21,1,1,0.047619047619047616,0.047619047619047616
ENSSSCG00000032506,2,0,0,0.0,0.0
ENSSSCG00000032509,77,25,14,0.3246753246753247,0.18181818181818182
ENSSSCG00000032511,24,9,3,0.375,0.125
ENSSSCG00000032517,12,2,0,0.16666666666666666,0.0
ENSSSCG00000032522,39,11,9,0.28205128205128205,0.23076923076923078
ENSSSCG00000032525,8,2,1,0.25,0.125
ENSSSCG00000032527,47,9,7,0.19148936170212766,0.14893617021276595
ENSSSCG00000032531,80,18,10,0.225,0.125
ENSSSCG00000032532,12,4,2,0.3333333333333333,0.16666666666666666
ENSSSCG00000032533,4,1,0,0.25,0.0
ENSSSCG00000032536,12,5,2,0.4166666666666667,0.16666666666666666
ENSSSCG00000032538,12,7,0,0.5833333333333334,0.0
ENSSSCG00000032540,3,3,0,1.0,0.0
ENSSSCG00000032541,36,9,8,0.25,0.2222222222222222
ENSSSCG00000032543,7,0,0,0.0,0.0
ENSSSCG00000032544,107,56,43,0.5233644859813084,0.40186915887850466
ENSSSCG00000032549,83,49,15,0.5903614457831325,0.18072289156626506
ENSSSCG00000032550,1,0,0,0.0,0.0
ENSSSCG00000032552,18,2,1,0.1111111111111111,0.05555555555555555
ENSSSCG00000032554,16,2,0,0.125,0.0
ENSSSCG00000032556,24,4,0,0.16666666666666666,0.0
ENSSSCG00000032557,4,0,0,0.0,0.0
ENSSSCG00000032558,35,12,8,0.34285714285714286,0.22857142857142856
ENSSSCG00000032560,2,2,2,1.0,1.0
ENSSSCG00000032562,13,3,2,0.23076923076923078,0.15384615384615385
ENSSSCG00000032563,6,2,1,0.3333333333333333,0.16666666666666666
ENSSSCG00000032566,28,13,6,0.4642857142857143,0.21428571428571427
ENSSSCG00000032573,55,23,19,0.41818181818181815,0.34545454545454546
ENSSSCG00000032574,7,2,1,0.2857142857142857,0.14285714285714285
ENSSSCG00000032575,5,0,0,0.0,0.0
ENSSSCG00000032578,1,0,0,0.0,0.0
ENSSSCG00000032580,6,1,1,0.16666666666666666,0.16666666666666666
ENSSSCG00000032583,60,44,22,0.7333333333333333,0.36666666666666664
ENSSSCG00000032585,14,14,13,1.0,0.9285714285714286
ENSSSCG00000032591,13,5,5,0.38461538461538464,0.38461538461538464
ENSSSCG00000032595,30,8,4,0.26666666666666666,0.13333333333333333
ENSSSCG00000032596,4,0,0,0.0,0.0
ENSSSCG00000032599,280,81,26,0.2892857142857143,0.09285714285714286
ENSSSCG00000032600,3,0,0,0.0,0.0
ENSSSCG00000032601,6,0,0,0.0,0.0
ENSSSCG00000032605,10,1,1,0.1,0.1
ENSSSCG00000032606,8,2,2,0.25,0.25
ENSSSCG00000032607,13,0,0,0.0,0.0
ENSSSCG00000032608,1,0,0,0.0,0.0
ENSSSCG00000032609,11,6,0,0.5454545454545454,0.0
ENSSSCG00000032612,7,6,6,0.8571428571428571,0.8571428571428571
ENSSSCG00000032613,16,7,3,0.4375,0.1875
ENSSSCG00000032619,18,13,0,0.7222222222222222,0.0
ENSSSCG00000032621,25,8,4,0.32,0.16
ENSSSCG00000032622,17,7,5,0.4117647058823529,0.29411764705882354
ENSSSCG00000032623,4,0,0,0.0,0.0
ENSSSCG00000032624,1,0,0,0.0,0.0
ENSSSCG00000032632,36,12,6,0.3333333333333333,0.16666666666666666
ENSSSCG00000032633,34,2,2,0.058823529411764705,0.058823529411764705
ENSSSCG00000032635,3,3,0,1.0,0.0
ENSSSCG00000032637,73,28,10,0.3835616438356164,0.136986301369863
ENSSSCG00000032642,14,11,10,0.7857142857142857,0.7142857142857143
ENSSSCG00000032643,3,0,0,0.0,0.0
ENSSSCG00000032644,20,3,2,0.15,0.1
ENSSSCG00000032645,83,35,28,0.42168674698795183,0.3373493975903614
ENSSSCG00000032647,2,1,0,0.5,0.0
ENSSSCG00000032648,17,3,2,0.17647058823529413,0.11764705882352941
ENSSSCG00000032650,11,4,1,0.36363636363636365,0.09090909090909091
ENSSSCG00000032651,10,2,0,0.2,0.0
ENSSSCG00000032652,1,0,0,0.0,0.0
ENSSSCG00000032653,4,1,0,0.25,0.0
ENSSSCG00000032655,38,8,3,0.21052631578947367,0.07894736842105263
ENSSSCG00000032656,12,6,1,0.5,0.08333333333333333
ENSSSCG00000032657,8,5,4,0.625,0.5
ENSSSCG00000032658,26,5,1,0.19230769230769232,0.038461538461538464
ENSSSCG00000032659,5,0,0,0.0,0.0
ENSSSCG00000032660,17,11,6,0.6470588235294118,0.35294117647058826
ENSSSCG00000032662,11,10,2,0.9090909090909091,0.18181818181818182
ENSSSCG00000032664,11,1,0,0.09090909090909091,0.0
ENSSSCG00000032668,41,20,17,0.4878048780487805,0.4146341463414634
ENSSSCG00000032672,25,8,3,0.32,0.12
ENSSSCG00000032673,10,0,0,0.0,0.0
ENSSSCG00000032674,9,0,0,0.0,0.0
ENSSSCG00000032675,1,0,0,0.0,0.0
ENSSSCG00000032676,23,6,6,0.2608695652173913,0.2608695652173913
ENSSSCG00000032677,37,35,33,0.9459459459459459,0.8918918918918919
ENSSSCG00000032684,118,47,27,0.3983050847457627,0.2288135593220339
ENSSSCG00000032686,14,7,1,0.5,0.07142857142857142
ENSSSCG00000032687,4,0,0,0.0,0.0
ENSSSCG00000032690,3,0,0,0.0,0.0
ENSSSCG00000032691,1,0,0,0.0,0.0
ENSSSCG00000032693,71,41,27,0.5774647887323944,0.38028169014084506
ENSSSCG00000032696,27,4,0,0.14814814814814814,0.0
ENSSSCG00000032698,18,2,1,0.1111111111111111,0.05555555555555555
ENSSSCG00000032701,5,5,0,1.0,0.0
ENSSSCG00000032702,39,13,3,0.3333333333333333,0.07692307692307693
ENSSSCG00000032705,73,15,10,0.2054794520547945,0.136986301369863
ENSSSCG00000032709,7,2,2,0.2857142857142857,0.2857142857142857
ENSSSCG00000032710,27,1,0,0.037037037037037035,0.0
ENSSSCG00000032711,9,7,1,0.7777777777777778,0.1111111111111111
ENSSSCG00000032713,23,2,1,0.08695652173913043,0.043478260869565216
ENSSSCG00000032715,29,10,6,0.3448275862068966,0.20689655172413793
ENSSSCG00000032719,6,0,0,0.0,0.0
ENSSSCG00000032721,5,0,0,0.0,0.0
ENSSSCG00000032722,10,2,0,0.2,0.0
ENSSSCG00000032723,4,0,0,0.0,0.0
ENSSSCG00000032726,20,5,4,0.25,0.2
ENSSSCG00000032728,26,7,4,0.2692307692307692,0.15384615384615385
ENSSSCG00000032730,27,4,2,0.14814814814814814,0.07407407407407407
ENSSSCG00000032731,40,16,5,0.4,0.125
ENSSSCG00000032734,57,15,12,0.2631578947368421,0.21052631578947367
ENSSSCG00000032735,49,11,0,0.22448979591836735,0.0
ENSSSCG00000032739,3,1,1,0.3333333333333333,0.3333333333333333
ENSSSCG00000032740,8,1,1,0.125,0.125
ENSSSCG00000032741,28,4,3,0.14285714285714285,0.10714285714285714
ENSSSCG00000032747,15,2,0,0.13333333333333333,0.0
ENSSSCG00000032748,19,4,0,0.21052631578947367,0.0
ENSSSCG00000032749,9,7,0,0.7777777777777778,0.0
ENSSSCG00000032752,11,2,0,0.18181818181818182,0.0
ENSSSCG00000032761,54,10,3,0.18518518518518517,0.05555555555555555
ENSSSCG00000032763,28,12,12,0.42857142857142855,0.42857142857142855
ENSSSCG00000032768,7,0,0,0.0,0.0
ENSSSCG00000032777,2,0,0,0.0,0.0
ENSSSCG00000032778,15,1,1,0.06666666666666667,0.06666666666666667
ENSSSCG00000032781,11,1,1,0.09090909090909091,0.09090909090909091
ENSSSCG00000032782,7,5,3,0.7142857142857143,0.42857142857142855
ENSSSCG00000032783,7,1,0,0.14285714285714285,0.0
ENSSSCG00000032784,6,3,2,0.5,0.3333333333333333
ENSSSCG00000032785,8,1,1,0.125,0.125
ENSSSCG00000032786,38,16,14,0.42105263157894735,0.3684210526315789
ENSSSCG00000032787,21,10,3,0.47619047619047616,0.14285714285714285
ENSSSCG00000032796,72,17,9,0.2361111111111111,0.125
ENSSSCG00000032797,19,1,1,0.05263157894736842,0.05263157894736842
ENSSSCG00000032798,21,12,4,0.5714285714285714,0.19047619047619047
ENSSSCG00000032803,14,9,4,0.6428571428571429,0.2857142857142857
ENSSSCG00000032804,14,5,3,0.35714285714285715,0.21428571428571427
ENSSSCG00000032806,8,2,2,0.25,0.25
ENSSSCG00000032808,25,16,15,0.64,0.6
ENSSSCG00000032809,4,0,0,0.0,0.0
ENSSSCG00000032810,8,5,2,0.625,0.25
ENSSSCG00000032812,6,5,0,0.8333333333333334,0.0
ENSSSCG00000032814,3,1,0,0.3333333333333333,0.0
ENSSSCG00000032817,1,0,0,0.0,0.0
ENSSSCG00000032818,1,0,0,0.0,0.0
ENSSSCG00000032819,13,2,2,0.15384615384615385,0.15384615384615385
ENSSSCG00000032820,8,1,1,0.125,0.125
ENSSSCG00000032821,20,2,1,0.1,0.05
ENSSSCG00000032825,1,0,0,0.0,0.0
ENSSSCG00000032826,6,0,0,0.0,0.0
ENSSSCG00000032827,15,4,4,0.26666666666666666,0.26666666666666666
ENSSSCG00000032828,19,1,0,0.05263157894736842,0.0
ENSSSCG00000032832,6,4,4,0.6666666666666666,0.6666666666666666
ENSSSCG00000032833,13,3,2,0.23076923076923078,0.15384615384615385
ENSSSCG00000032834,9,1,0,0.1111111111111111,0.0
ENSSSCG00000032835,1,0,0,0.0,0.0
ENSSSCG00000032836,24,2,1,0.08333333333333333,0.041666666666666664
ENSSSCG00000032842,14,2,2,0.14285714285714285,0.14285714285714285
ENSSSCG00000032843,36,4,1,0.1111111111111111,0.027777777777777776
ENSSSCG00000032846,21,7,3,0.3333333333333333,0.14285714285714285
ENSSSCG00000032849,15,1,0,0.06666666666666667,0.0
ENSSSCG00000032852,9,0,0,0.0,0.0
