gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,gene_symbol,sig
ENSSSCG00000035883,2911.361138075614,0.1779382041916457,0.6252522589201382,0.28458626362895434,0.7759611363106773,0.8698659911930845,ENSSSCG00000035883,GPR160,False
ENSSSCG00000005249,3.4984126767334205,-0.38243827028696464,1.3460671553064563,-0.28411529750155423,0.7763220241193528,0.8699352744915209,ENSSSCG00000005249,FAM189A2,False
ENSSSCG00000040202,3512.7913573083256,0.19814454289694247,0.6968125270417513,0.28435846832166684,0.7761356832733546,0.8699352744915209,ENSSSCG00000040202,CRLS1,False
ENSSSCG00000004457,2178.861518911021,0.17792116922135928,0.6259575973211485,0.2842383733064215,0.7762277100029521,0.8699352744915209,ENSSSCG00000004457,DOP1A,False
ENSSSCG00000062024,300.156888694467,0.26745422228801946,0.9436823630997676,0.2834155143151105,0.7768583370299785,0.8704069347410677,ENSSSCG00000062024,ENSSSCG00000062024,False
ENSSSCG00000003511,1397.506760268779,-0.15097185303384877,0.5328936067677827,-0.2833058064808746,0.7769424266213816,0.8704069347410677,ENSSSCG00000003511,HP1BP3,False
ENSSSCG00000010575,980.2862677653715,-0.2335101016666296,0.826513678077541,-0.2825241830356284,0.777541606153874,0.870966374236034,ENSSSCG00000010575,PPRC1,False
ENSSSCG00000014199,6402.457427082442,-0.2405002282270124,0.8533801991883647,-0.2818207270988336,0.7780809769250122,0.8714586836924215,ENSSSCG00000014199,WDR36,False
ENSSSCG00000038007,6.2175377916370325,0.9914913996021014,3.521681643727215,0.28153919062165544,0.7782968733686972,0.8715886187134564,ENSSSCG00000038007,HACD1,False
ENSSSCG00000017357,4577.152109527592,0.2222103642612371,0.7898376166945908,0.28133677045057726,0.7784521099942453,0.8716340470887005,ENSSSCG00000017357,GPATCH8,False
ENSSSCG00000018027,664.4459376099213,-0.2516840995390994,0.8949538064206811,-0.2812257992909111,0.7785372178557566,0.8716340470887005,ENSSSCG00000018027,ENSSSCG00000018027,False
ENSSSCG00000005096,8018.331736035987,0.1895954025296286,0.6747070001788935,0.281004054321889,0.7787072901790558,0.8717126124570161,ENSSSCG00000005096,HIF1A,False
ENSSSCG00000016224,6.0187190273792215,-0.5456662931287475,1.9455216832870053,-0.2804729948868168,0.7791146413015549,0.8717896224283039,ENSSSCG00000016224,ENSSSCG00000016224,False
ENSSSCG00000003728,3972.6145470380525,-0.2223902150732437,0.7935050116679682,-0.28026315121283696,0.7792756194064602,0.8717896224283039,ENSSSCG00000003728,TRAPPC8,False
ENSSSCG00000013028,137.2920708887472,-0.8176809031335064,2.9170909922682373,-0.28030695830221725,0.779242012740008,0.8717896224283039,ENSSSCG00000013028,ESRRA,False
ENSSSCG00000020899,167.1612822179687,0.26309949071749444,0.9385233378280387,0.280333455880136,0.779221685288418,0.8717896224283039,ENSSSCG00000020899,CDC16,False
ENSSSCG00000008386,767.0837864475882,0.1751844818551451,0.6243121613022846,0.2806039874182794,0.7790141573494674,0.8717896224283039,ENSSSCG00000008386,SANBR,False
ENSSSCG00000015290,4.504297816781453,-0.5537040341565412,1.979921411058569,-0.27965960217607944,0.7797386748235817,0.8719591586609766,ENSSSCG00000015290,CDK18,False
ENSSSCG00000032650,3429.1690431984116,0.21238658532922866,0.7590295277281508,0.2798133373874431,0.7796207185354833,0.8719591586609766,ENSSSCG00000032650,SUB1,False
ENSSSCG00000017605,417.1423580718663,-0.2752546464969979,0.9839753601397918,-0.279737336571002,0.7796790309848569,0.8719591586609766,ENSSSCG00000017605,MMD,False
ENSSSCG00000050552,1939.4012282206486,0.22491057048030352,0.8045604289417746,0.2795446586605369,0.7798268707529522,0.8719591586609766,ENSSSCG00000050552,ENSSSCG00000050552,False
ENSSSCG00000023719,2849.790166862197,0.23824988344646528,0.8532780584354822,0.2792171685315635,0.7800781688092363,0.8720166667985392,ENSSSCG00000023719,IFT20,False
ENSSSCG00000005081,6.756460341402562,-0.5043806812072416,1.8055849674152056,-0.27934474993402847,0.7799802670683944,0.8720166667985392,ENSSSCG00000005081,LRRC9,False
ENSSSCG00000008571,65.18231297855615,0.2148581513084436,0.7706564623434334,0.27879887058248626,0.7803991812499784,0.8722637704095442,ENSSSCG00000008571,HADHA,False
ENSSSCG00000000563,1435.7509510229884,0.179084394262986,0.6430766620897108,0.2784806304135529,0.7806434318955817,0.8724250239140428,ENSSSCG00000000563,ENSSSCG00000000563,False
ENSSSCG00000004820,1307.0148671137727,0.18877129405025095,0.6782822452929878,0.2783078804734305,0.7807760272551612,0.8724614693083027,ENSSSCG00000004820,LINS1,False
ENSSSCG00000047895,12.479029790515742,0.4938508797992886,1.7771053318118466,0.2778962343755861,0.7810920146294683,0.8725516075504097,ENSSSCG00000047895,ENSSSCG00000047895,False
ENSSSCG00000001708,7581.633012282022,-0.18137667749535633,0.652875596734733,-0.2778120033931222,0.7811566763905342,0.8725516075504097,ENSSSCG00000001708,CDC5L,False
ENSSSCG00000014291,6684.964780925723,0.22714998726773025,0.817410964668321,0.2778895770744895,0.781097125197585,0.8725516075504097,ENSSSCG00000014291,AFF4,False
ENSSSCG00000005502,121.66032755560562,-0.2139706594420915,0.7715580505517583,-0.2773228265703097,0.7815322336049368,0.872556544823863,ENSSSCG00000005502,ASTN2,False
ENSSSCG00000010834,2981.2828411763176,-0.226697229286313,0.8190983742608059,-0.27676435018064294,0.7819610566723136,0.872556544823863,ENSSSCG00000010834,MIA3,False
ENSSSCG00000039218,11.476955251799522,0.6557027484925732,2.367722030636855,0.2769340066140307,0.7818307798844457,0.872556544823863,ENSSSCG00000039218,SLC38A8,False
ENSSSCG00000040147,6.262521838228441,0.4705808249243562,1.69761880574069,0.2772005254259872,0.7816261362005011,0.872556544823863,ENSSSCG00000040147,SHISA3,False
ENSSSCG00000011978,127.45623455477988,-0.9214303850813268,3.3201349982152633,-0.2775279877404507,0.7813747183857229,0.872556544823863,ENSSSCG00000011978,CPOX,False
ENSSSCG00000012349,3.182463303198728,0.7717697439316561,2.7810224954649145,0.27751294539695415,0.781386267040569,0.872556544823863,ENSSSCG00000012349,USP51,False
ENSSSCG00000004023,258.78079973594333,-0.19172639273343392,0.6924101790624108,-0.2768971319760921,0.7818590948795606,0.872556544823863,ENSSSCG00000004023,CEP43,False
ENSSSCG00000020663,4177.362195932672,-0.1624877150034092,0.5868361699336914,-0.2768876959676314,0.78186634057095,0.872556544823863,ENSSSCG00000020663,KMT2C,False
ENSSSCG00000038269,85.00803329924028,0.4016121863158695,1.4525122379346391,0.276494872695139,0.7821679972150253,0.8725980950455489,ENSSSCG00000038269,ENSSSCG00000038269,False
ENSSSCG00000009831,1452.5630049811118,-0.1825283475081374,0.660245130381447,-0.2764554240675494,0.782198292395861,0.8725980950455489,ENSSSCG00000009831,CUX2,False
ENSSSCG00000049637,211.42962660273554,-0.37152506874846924,1.344887832399296,-0.2762498550423079,0.782356167639171,0.872662651005932,ENSSSCG00000049637,ENSSSCG00000049637,False
ENSSSCG00000016087,101.15881143975,-0.31350480693843147,1.1382155496052366,-0.2754353576061786,0.7829817827420293,0.8732444316203043,ENSSSCG00000016087,TYW5,False
ENSSSCG00000002313,279.99554409959575,-0.47690487144287597,1.7322452513385591,-0.27531024898140544,0.7830778910645062,0.8732444316203043,ENSSSCG00000002313,SLC10A1,False
ENSSSCG00000010566,24.584618028058134,0.2609585984354374,0.9490469983725747,0.27496909940490727,0.7833399786502376,0.8734250771405538,ENSSSCG00000010566,FBXW4,False
ENSSSCG00000026612,1504.682988022885,-0.22726655603472995,0.8288900414390301,-0.2741817909166505,0.7839449208631017,0.8739879110069536,ENSSSCG00000026612,TIMM50,False
ENSSSCG00000035838,4.264831380658036,-0.659442804866531,2.4084316942553827,-0.27380589885087503,0.7842337901731495,0.8741982694239785,ENSSSCG00000035838,ENSSSCG00000035838,False
ENSSSCG00000035124,335.89495833170923,0.18300504114107877,0.6699516019816709,0.2731615845081382,0.7847290084703139,0.8746385653227692,ENSSSCG00000035124,ILDR2,False
ENSSSCG00000023984,5806.153716330122,-0.16032370021506218,0.5872521659627568,-0.2730065711247284,0.7848481643616975,0.8746596529016822,ENSSSCG00000023984,RSL1D1,False
ENSSSCG00000028875,194.71962165783688,-0.2557793330911374,0.9378354110053596,-0.2727337122160294,0.7850579181552001,0.8747636951072274,ENSSSCG00000028875,HAVCR2,False
ENSSSCG00000032747,15.026449121390769,-0.39252077844900063,1.4397863919520264,-0.2726243147199292,0.7851420192619534,0.8747636951072274,ENSSSCG00000032747,GATC,False
ENSSSCG00000017817,3325.1338851482606,-0.20913954802734308,0.7682088589635323,-0.27224308283754267,0.7854351170751719,0.8749785307797714,ENSSSCG00000017817,PRPF8,False
ENSSSCG00000008201,212.38513808166118,0.24561380056240967,0.9044338408482562,0.2715663539657603,0.7859554731047836,0.8752230038683438,ENSSSCG00000008201,CNNM3,False
ENSSSCG00000008003,26.26227111667899,0.3278617559557714,1.2068721665812328,0.2716623723989939,0.785881635979943,0.8752230038683438,ENSSSCG00000008003,HAGHL,False
ENSSSCG00000057502,79.94318508782969,-0.2568899947909431,0.9456238680348953,-0.271661919156913,0.7858819845136216,0.8752230038683438,ENSSSCG00000057502,ENSSSCG00000057502,False
ENSSSCG00000027472,5288.95926362489,0.18059820205003524,0.6653763041147482,0.27142265351681355,0.7860659807748652,0.8752343687943696,ENSSSCG00000027472,GCA,False
ENSSSCG00000004070,3696.9302813660856,0.22059198477714673,0.8133088283085935,0.27122782527260064,0.7862158133229848,0.8752895109793781,ENSSSCG00000004070,SCAF8,False
ENSSSCG00000013776,1548.60330800881,-0.23640698602770258,0.8733443795827172,-0.2706915983596958,0.7866282391886392,0.8756286605928771,ENSSSCG00000013776,DDX39A,False
ENSSSCG00000031789,149.08635465912576,0.30748732416348157,1.1365170000389142,0.27055233151193797,0.7867353626895969,0.8756286605928771,ENSSSCG00000031789,ACSL5,False
ENSSSCG00000025108,4.773676933114401,0.9667164110141484,3.5746010588361927,0.2704403638622792,0.786821490684019,0.8756286605928771,ENSSSCG00000025108,G6PD,False
ENSSSCG00000006504,3030.569433411344,-0.2680677387330515,0.9943422264765647,-0.2695930350689673,0.7874733592239219,0.8760229939829509,ENSSSCG00000006504,KHDC4,False
ENSSSCG00000015565,1954.4067515525783,0.12554554283675923,0.4656869058104042,0.2695921686229949,0.7874740258760199,0.8760229939829509,ENSSSCG00000015565,ENSSSCG00000015565,False
ENSSSCG00000039201,43.95362328219427,0.3060004052007802,1.13506562497899,0.2695882938102757,0.7874770071971428,0.8760229939829509,ENSSSCG00000039201,RAB5IF,False
ENSSSCG00000010904,5610.899696113271,0.24225213123365502,0.8991313467974157,0.2694290796294939,0.7875995109328358,0.8760475885787029,ENSSSCG00000010904,NEK7,False
ENSSSCG00000034696,59.632745568233815,-0.3857005280659966,1.4339758067375907,-0.2689728280308271,0.7879505924613124,0.8763263917687245,ENSSSCG00000034696,ENSSSCG00000034696,False
ENSSSCG00000002857,367.45463197244993,-0.22581900458244472,0.8403788716081614,-0.2687109495629205,0.7881521250698591,0.8764388229080655,ENSSSCG00000002857,TDRD12,False
ENSSSCG00000049524,84.27621595149,-0.2932026370559681,1.0928951889536862,-0.26828065492416875,0.7884832957269101,0.8765461560296145,ENSSSCG00000049524,ENSSSCG00000049524,False
ENSSSCG00000003506,38.519918110429636,-0.30923808050374235,1.152928856913582,-0.2682195684923526,0.7885303132029066,0.8765461560296145,ENSSSCG00000003506,PINK1,False
ENSSSCG00000021519,249.11985469379354,0.23047768795095067,0.8593693324089817,0.2681939874499317,0.7885500028458027,0.8765461560296145,ENSSSCG00000021519,CPNE2,False
ENSSSCG00000028902,992.0700640241203,-0.16101859705595858,0.6015079741244691,-0.26769154189573435,0.7889367608785967,0.8767526968194899,ENSSSCG00000028902,RB1CC1,False
ENSSSCG00000045077,148.05007548383767,0.26426039478536356,0.987157207052663,0.26769838977761296,0.7889314893639017,0.8767526968194899,ENSSSCG00000045077,ENSSSCG00000045077,False
ENSSSCG00000021271,29468.66271935192,0.12396607191412365,0.4643977990097929,0.266939404489963,0.7895158166936966,0.8772844793670185,ENSSSCG00000021271,CFAP44,False
ENSSSCG00000012050,4570.524978155407,-0.1928353475442408,0.7246509492738754,-0.26610790717581795,0.7901561054520516,0.8775506984945189,ENSSSCG00000012050,RCAN1,False
ENSSSCG00000025114,131.2933350766541,0.20495370352927006,0.7698205221486427,0.2662356973249098,0.7900576923062302,0.8775506984945189,ENSSSCG00000025114,FMNL3,False
ENSSSCG00000014285,587.7855891662127,0.8285349308892257,3.1135537063396908,0.2661058741984109,0.790157671106055,0.8775506984945189,ENSSSCG00000014285,SEPTIN8,False
ENSSSCG00000010480,1184.5336695010842,0.18706348202943385,0.7022175965160727,0.26638962475095457,0.7899391548897517,0.8775506984945189,ENSSSCG00000010480,PDE6C,False
ENSSSCG00000026354,2801.827100609328,-0.143250925925194,0.5389825769383758,-0.2657802534896643,0.7904084518483125,0.8776297459460707,ENSSSCG00000026354,PRPF18,False
ENSSSCG00000061874,5.992078364140457,-0.627729309275361,2.362084405080725,-0.2657522770672999,0.7904299992425132,0.8776297459460707,ENSSSCG00000061874,ENSSSCG00000061874,False
ENSSSCG00000015496,2631.427206669341,-0.2072908117026188,0.7814428688536486,-0.2652667520105567,0.7908039753395296,0.8779311583558026,ENSSSCG00000015496,CENPL,False
ENSSSCG00000063479,50601.77892687166,-0.13492971927828845,0.5091072974836397,-0.2650319882374588,0.7909848196211963,0.8779311583558026,ENSSSCG00000063479,ENSSSCG00000063479,False
ENSSSCG00000000838,2328.5154705275904,0.19960124500282223,0.753189499075054,0.26500800296331845,0.7910032966987532,0.8779311583558026,ENSSSCG00000000838,SLC41A2,False
ENSSSCG00000026537,270.59576791253943,0.21204387081887174,0.8011285553456082,0.2646814539364355,0.7912548657160339,0.8780986847562141,ENSSSCG00000026537,CACNA2D4,False
ENSSSCG00000040550,982.0191641147043,0.14760605633469479,0.5579507714158436,0.2645503221729274,0.7913558939991594,0.8780991265306034,ENSSSCG00000040550,DNAI7,False
ENSSSCG00000015987,306.5672652130098,0.19105811170395756,0.7237768276851148,0.2639737891513142,0.7918001158203618,0.8784803319324193,ENSSSCG00000015987,NFE2L2,False
ENSSSCG00000021250,865.1959257082675,-0.21077571313272933,0.7998937583654628,-0.26350463536987395,0.7921616512556342,0.8787697138134585,ENSSSCG00000021250,FKBP9,False
ENSSSCG00000011563,6258.837074348904,-0.267664708136465,1.0200750810058705,-0.2623970657851258,0.7930153346182661,0.8792696073543824,ENSSSCG00000011563,FANCD2,False
ENSSSCG00000015853,144.92463541708415,-0.3315050503211706,1.2617984816311338,-0.2627242425372332,0.7927631301486617,0.8792696073543824,ENSSSCG00000015853,HERC2,False
ENSSSCG00000004145,28.426205133934282,-0.3063803116548426,1.1673900557756536,-0.2624489647988933,0.7929753267750533,0.8792696073543824,ENSSSCG00000004145,ABRACL,False
ENSSSCG00000022492,828.7986974869733,-0.21176146954884778,0.8067170509834282,-0.26249782286205553,0.7929376636338041,0.8792696073543824,ENSSSCG00000022492,AMPD3,False
ENSSSCG00000039052,17.381095990877224,-0.27104887128422217,1.0346752307306277,-0.2619651686189715,0.7933482960589744,0.8795270272405807,ENSSSCG00000039052,ZNF397,False
ENSSSCG00000016722,10.084267721433344,0.34965457656141474,1.3377673790274314,0.26137173176970174,0.7938058543319528,0.8799224955412372,ENSSSCG00000016722,UBE2D4,False
ENSSSCG00000009319,3825.857025743563,0.2017380616722761,0.7727730701864938,0.2610573135313715,0.7940483093495979,0.8800794547675082,ENSSSCG00000009319,PAN3,False
ENSSSCG00000027820,9.553241198283256,-0.40989051715401886,1.5744043672964583,-0.2603464050711929,0.7945965802845032,0.8801281746080953,ENSSSCG00000027820,CD200,False
ENSSSCG00000028444,454.4012232504122,0.17712343377416098,0.6800340283133722,0.26046260392801873,0.7945069577848883,0.8801281746080953,ENSSSCG00000028444,ARMC10,False
ENSSSCG00000039529,4.399603822412168,0.7042242259657653,2.7016221840076637,0.260667176237463,0.7943491807098674,0.8801281746080953,ENSSSCG00000039529,ENSSSCG00000039529,False
ENSSSCG00000029199,40.654321839340476,-0.35891235412638844,1.3775461213737445,-0.26054470958000775,0.7944436325169949,0.8801281746080953,ENSSSCG00000029199,ENSSSCG00000029199,False
ENSSSCG00000003552,574.0301463681152,-0.3596580449105082,1.37933182611613,-0.2607480216875874,0.7942868307062624,0.8801281746080953,ENSSSCG00000003552,AUNIP,False
ENSSSCG00000043710,169.87294875386166,-0.22542444855044297,0.8681888694781192,-0.25964908843619344,0.7951344674478188,0.8806121795849305,ENSSSCG00000043710,ENSSSCG00000043710,False
ENSSSCG00000037372,84.07428396389153,-0.21902541192576538,0.8450880642858843,-0.2591746602300508,0.7955004814832018,0.8807939603378276,ENSSSCG00000037372,ENSSSCG00000037372,False
ENSSSCG00000011363,63.47114448099807,-0.40768252101745106,1.5727344463798492,-0.25921891769832006,0.7954663356251674,0.8807939603378276,ENSSSCG00000011363,PRKAR2A,False
ENSSSCG00000025902,95.80090063201497,0.26276298094083844,1.016655614814826,0.2584582007041767,0.7960533042256503,0.8809203342085606,ENSSSCG00000025902,ANAPC4,False
ENSSSCG00000022833,18.975128495599403,0.2588118692165893,1.0008172200119398,0.25860053568373015,0.7959434698868293,0.8809203342085606,ENSSSCG00000022833,FGF16,False
ENSSSCG00000003485,1412.5020641814965,0.16465665540802998,0.6369587083674491,0.25850444188140803,0.7960176212738637,0.8809203342085606,ENSSSCG00000003485,RCC2,False
ENSSSCG00000005996,1008.1982806822892,0.19399254389084802,0.7500851047524855,0.25862737796248075,0.7959227572027973,0.8809203342085606,ENSSSCG00000005996,MRPL13,False
ENSSSCG00000008130,55.26512261830518,0.3727904194380253,1.4428405526020993,0.25837256844889356,0.7961193852359283,0.8809203342085606,ENSSSCG00000008130,CIAO1,False
ENSSSCG00000005045,556.3221962996051,0.2222697219334842,0.8621272500583876,0.2578154465230405,0.7965493427891206,0.881284336906031,ENSSSCG00000005045,BMP4,False
ENSSSCG00000051618,1714.0663839439096,0.17591660230585182,0.682695624737019,0.2576794048938231,0.796654341987431,0.8812887662502944,ENSSSCG00000051618,SETD1B,False
ENSSSCG00000015775,258.9730194910261,-0.18697399930242792,0.7301966496174578,-0.25605978800420626,0.7979046715715616,0.8825600410867597,ENSSSCG00000015775,DCTD,False
ENSSSCG00000000288,21797.289969542253,0.12516971064184618,0.49114218496109474,0.25485432625128984,0.7988356139718412,0.8834503089185664,ENSSSCG00000000288,HNRNPA1L3,False
ENSSSCG00000031154,10.340552586743375,-0.46965184277527555,1.847081567597114,-0.25426697500221934,0.7992893116605663,0.8834503089185664,ENSSSCG00000031154,ACKR2,False
ENSSSCG00000028536,56.48535903144472,0.25606117092738145,1.0063025915450525,0.2544574296824888,0.7991421880902043,0.8834503089185664,ENSSSCG00000028536,LHFPL2,False
