gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,gene_symbol,sig
ENSSSCG00000026969,7951.8949176299475,-0.6792060763013315,0.6492368924171577,-1.0461606298628476,0.2954868765100961,0.4603496669214602,ENSSSCG00000026969,KRAS,False
ENSSSCG00000016226,10940.016576913107,0.7327847683744307,0.7005792644184284,1.0459698218198579,0.29557496574478925,0.4603816258257965,ENSSSCG00000016226,ENSSSCG00000016226,False
ENSSSCG00000029569,80.52715371682314,-1.0253576763084826,0.9804040356494741,-1.0458521579108238,0.295629295718684,0.4603816258257965,ENSSSCG00000029569,PROP1,False
ENSSSCG00000011292,1484.7736360411618,0.7363970796744442,0.7041650574926899,1.0457733905407383,0.29566566939350947,0.4603816258257965,ENSSSCG00000011292,ZNF662,False
ENSSSCG00000060223,3.677142004110142,1.7510954219434915,1.6752667807347006,1.0452636213412743,0.29590114615904595,0.460666084100595,ENSSSCG00000060223,METTL21C,False
ENSSSCG00000017201,5.62960614718822,-1.7225674017572814,1.6482033474018383,-1.045118252230629,0.2959683192475624,0.46068846838284505,ENSSSCG00000017201,UNK,False
ENSSSCG00000021803,2770.1952295871683,-1.0075368487393337,0.9648426864987258,-1.0442498687485922,0.29636980003239133,0.4612311173680483,ENSSSCG00000021803,RANBP10,False
ENSSSCG00000015555,267.930165190947,0.7500586632200954,0.7185751215975572,1.0438138486516804,0.2965715230836291,0.4614627515028081,ENSSSCG00000015555,LAMC1,False
ENSSSCG00000009322,1907.284180829195,-1.0856553651555043,1.0413660048800772,-1.0425300615421256,0.29716599558347223,0.4623053088717024,ENSSSCG00000009322,SLC46A3,False
ENSSSCG00000032979,809.1141374353614,0.9507734140870384,0.9121791015739915,1.042310016143158,0.2972679700815163,0.462381516387043,ENSSSCG00000032979,TMEM267,False
ENSSSCG00000024254,390.0018905342401,0.9506520353817111,0.9121659777292823,1.0421919459748266,0.29732269637002307,0.46238421823646786,ENSSSCG00000024254,ALKBH7,False
ENSSSCG00000033155,3879.4907617344074,-0.8530508882216317,0.8189000032960798,-1.0417033640103728,0.2975492288730329,0.46265405758126965,ENSSSCG00000033155,TMEM30A,False
ENSSSCG00000030493,2385.0728625763472,0.7883874529253533,0.7570869076963442,1.0413433978461601,0.29771620205458926,0.46277750433754866,ENSSSCG00000030493,UTP23,False
ENSSSCG00000050577,2189.2029008265854,1.1829009169894908,1.1359808761782955,1.041303548145146,0.2977346905055006,0.46277750433754866,ENSSSCG00000050577,ENSSSCG00000050577,False
ENSSSCG00000007669,20.270818389025905,-0.9392854785217755,0.9021679481137578,-1.0411425948856006,0.2978093733132149,0.4628111472005544,ENSSSCG00000007669,GNB2,False
ENSSSCG00000015077,199.01746195866684,0.7299410215309353,0.7015559551686446,1.0404601602383483,0.29812616412703397,0.4631384917522696,ENSSSCG00000015077,RNF214,False
ENSSSCG00000000587,107399.56563667416,0.8082120283942132,0.7767106125217369,1.0405574680770757,0.2980809794105115,0.4631384917522696,ENSSSCG00000000587,AEBP2,False
ENSSSCG00000036256,3542.9785885298056,0.6296991985639373,0.605390606358161,1.0401535668880115,0.298268560103054,0.46327722596284254,ENSSSCG00000036256,MAD2L1,False
ENSSSCG00000025363,29.946885082018216,-1.4907521174093785,1.433362578223852,-1.0400383964653526,0.29832206225034597,0.4632778635338172,ENSSSCG00000025363,SNX17,False
ENSSSCG00000010151,1034.9251590413137,-0.654681076733788,0.6295482696090519,-1.0399219699870568,0.2983761544094975,0.4632794169710454,ENSSSCG00000010151,LYST,False
ENSSSCG00000008538,18.932905635873848,-2.305516823170271,2.217647935298928,-1.0396225597727706,0.2985152915478363,0.463412993069991,ENSSSCG00000008538,SPDYA,False
ENSSSCG00000047003,50.263710920584174,-1.1092979995073486,1.0674659971247258,-1.0391881357301305,0.29871724717855874,0.46364402327998994,ENSSSCG00000047003,ENSSSCG00000047003,False
ENSSSCG00000037963,27.026273979737304,-1.1323529835488804,1.0900219919190584,-1.0388349885999046,0.2988814858862421,0.46381644066216404,ENSSSCG00000037963,ENSSSCG00000037963,False
ENSSSCG00000035523,61.15462540184607,-1.2438937357630688,1.1975271362098323,-1.0387186211913215,0.2989356182659846,0.46381795963530964,ENSSSCG00000035523,FUT11,False
ENSSSCG00000014224,15.676738107333847,-1.4573155608764286,1.4058349418911367,-1.0366192484275856,0.2999133390647848,0.4652522305207666,ENSSSCG00000014224,SEMA6A,False
ENSSSCG00000053185,120.86803160091291,1.0224221414848493,0.9872347381111607,1.035642387788148,0.30036900917934106,0.4657107274518355,ENSSSCG00000053185,ENSSSCG00000053185,False
ENSSSCG00000006479,5.090019490183879,-2.247305054212239,2.169756851080937,-1.0357405038692096,0.3003232207447112,0.4657107274518355,ENSSSCG00000006479,TTC24,False
ENSSSCG00000004306,1025.2593561186602,-0.8976029900506294,0.8665287734802487,-1.0358605709601274,0.30026719462820084,0.4657107274518355,ENSSSCG00000004306,ORC3,False
ENSSSCG00000052395,49.40966621782185,1.2588510250886464,1.2159695956234515,1.0352652151990764,0.3005450699527521,0.46590092030693103,ENSSSCG00000052395,ENSSSCG00000052395,False
ENSSSCG00000009334,6649.708245767452,-0.7428489840741437,0.7177901662903939,-1.0349110630941856,0.3007104475645527,0.4660744876462321,ENSSSCG00000009334,HSPH1,False
ENSSSCG00000034414,17682.863686369143,0.5714466575754373,0.5524662441683543,1.0343557884439707,0.30096986496312306,0.4663937207721917,ENSSSCG00000034414,PSME3IP1,False
ENSSSCG00000017822,188.82513523205859,-0.7953266067715928,0.7689973326446784,-1.0342384466229093,0.30102470467532016,0.46639587588722364,ENSSSCG00000017822,RPA1,False
ENSSSCG00000060338,667.2622965004173,1.6582184214475317,1.603727747814322,1.033977508780698,0.3011466778595637,0.4664835995041444,ENSSSCG00000060338,ENSSSCG00000060338,False
ENSSSCG00000040220,8017.53405313878,-0.6775219991319827,0.6553867862310443,-1.033774274010363,0.30124170103207126,0.4664835995041444,ENSSSCG00000040220,USP33,False
ENSSSCG00000027806,130.794936131843,1.0791033669634889,1.0437923802104303,1.0338295119053655,0.30121587237300784,0.4664835995041444,ENSSSCG00000027806,SAMHD1,False
ENSSSCG00000005597,143.99136410263878,0.8034545001082798,0.7785393685412991,1.0320024042119573,0.3020709912259685,0.46768478875759417,ENSSSCG00000005597,GOLGA1,False
ENSSSCG00000040348,4.906335770410725,2.617119706773796,2.5400545472027187,1.0303399624452738,0.30285044578699694,0.46880840694293685,ENSSSCG00000040348,LIN7A,False
ENSSSCG00000002838,8.901098581572823,-1.6531940315818288,1.6048138790963664,-1.0301468931167919,0.3029410551205003,0.46886549254726595,ENSSSCG00000002838,ZNF423,False
ENSSSCG00000005514,974.6602085770705,0.9994516494569406,0.9703117914975786,1.0300314375386366,0.30299524816957624,0.4688662059811531,ENSSSCG00000005514,RAB14,False
ENSSSCG00000031219,17.88422398056092,3.10200024035383,3.012984240376881,1.0295441306277175,0.3032240534503724,0.46913707276736694,ENSSSCG00000031219,NAPB,False
ENSSSCG00000000908,15696.953776845194,0.6232309559868077,0.6056143627089275,1.0290887970342721,0.3034379500628954,0.4692184214511475,ENSSSCG00000000908,ENSSSCG00000000908,False
ENSSSCG00000004873,268.3812984383347,-0.797279684849078,0.7746257053943718,-1.0292450654515433,0.30336453042005573,0.4692184214511475,ENSSSCG00000004873,FBXO15,False
ENSSSCG00000004751,994.1036255139616,0.7855710867523635,0.7633210066272945,1.0291490472971263,0.3034096412630626,0.4692184214511475,ENSSSCG00000004751,CHP1,False
ENSSSCG00000045356,272.5722872137818,-0.6637162138866408,0.6452931299764451,-1.028549945837589,0.3036912092599027,0.46952684124768085,ENSSSCG00000045356,ENSSSCG00000045356,False
ENSSSCG00000048439,1235.6557598061406,-0.6432818693785877,0.6257166577558841,-1.0280721495983514,0.30391589016731324,0.46971447098969626,ENSSSCG00000048439,RALA,False
ENSSSCG00000003627,1064.4346229736684,-0.8157504149534982,0.7934829591594224,-1.0280629288090382,0.30392022727570767,0.46971447098969626,ENSSSCG00000003627,ZMYM4,False
ENSSSCG00000058931,1766.770471010528,0.8658406891930462,0.8423604244275705,1.0278743683636749,0.30400892795048917,0.46976835581653414,ENSSSCG00000058931,DNAAF2,False
ENSSSCG00000006726,774.6053948396666,-0.7819723074796563,0.760961492784505,-1.027610877678276,0.30413290534116966,0.46987672308906625,ENSSSCG00000006726,SPAG17,False
ENSSSCG00000005015,5524.134450347814,0.6521769375471409,0.6347577102177264,1.0274423249202274,0.3042122302346121,0.469916077363644,ENSSSCG00000005015,SOS2,False
ENSSSCG00000025834,9.203707610016961,-2.4444835981391964,2.3798600080294303,-1.0271543661777296,0.30434778217853153,0.4700422561574984,ENSSSCG00000025834,FNDC5,False
ENSSSCG00000036026,27.498029213601974,1.4573193163310165,1.4190179889635472,1.0269914318672202,0.3044244986466893,0.47007753940736346,ENSSSCG00000036026,SRARP,False
ENSSSCG00000032129,144.89213478253635,1.0526919092952527,1.0252784303372684,1.0267375945370922,0.3045440417391282,0.4701789292667432,ENSSSCG00000032129,COX7B,False
ENSSSCG00000036480,1107.8277744519487,0.8527583060545383,0.8307534751426937,1.0264877988118737,0.3046617118828342,0.47027739216161524,ENSSSCG00000036480,CTNNA3,False
ENSSSCG00000005173,6006.066195434911,-1.0032710247157266,0.9808497639231847,-1.0228590163521698,0.3063745094880539,0.47283763172846804,ENSSSCG00000005173,HAUS6,False
ENSSSCG00000036350,54690.06190050095,0.6353104224484305,0.6213779177809946,1.0224219501027496,0.3065812359858343,0.47306499540847374,ENSSSCG00000036350,HNRNPA2B1,False
ENSSSCG00000004373,1781.6722763274572,0.9269275449881366,0.9066916920871418,1.0223183393843758,0.30663025601997795,0.47306499540847374,ENSSSCG00000004373,RTN4IP1,False
ENSSSCG00000002406,6987.028466660502,0.6929283614268076,0.678909668541041,1.020648833762955,0.30742084413673487,0.4742008636975691,ENSSSCG00000002406,AHSA1,False
ENSSSCG00000063177,504.80823035024724,0.835845564931135,0.8190955702037993,1.0204493777486408,0.307515385943962,0.47426285926953204,ENSSSCG00000063177,ENSSSCG00000063177,False
ENSSSCG00000005021,357.74425641231994,-0.8184886146185086,0.8026367194438219,-1.0197497756963712,0.30784714824494475,0.47469061947082314,ENSSSCG00000005021,SAV1,False
ENSSSCG00000035564,4522.131261203353,-0.6215751425512638,0.609638164539054,-1.0195804309942365,0.3079274897595472,0.47473061407099093,ENSSSCG00000035564,MCM6,False
ENSSSCG00000006831,316.5164936795046,0.7040256944632239,0.6920285675726108,1.0173361728876233,0.30899353418586584,0.4761419944833896,ENSSSCG00000006831,SORT1,False
ENSSSCG00000033944,856.8475711967237,-0.5956524079972234,0.5855179286612175,-1.0173085721886916,0.30900665995409526,0.4761419944833896,ENSSSCG00000033944,CYB5B,False
ENSSSCG00000024496,9483.843187954548,0.6959376857441076,0.6840018723260806,1.0174499718508623,0.30893941992642204,0.4761419944833896,ENSSSCG00000024496,NSUN7,False
ENSSSCG00000011306,46.14019021516648,-1.1448052084397684,1.1264917593110944,-1.0162570644457032,0.30950698869189186,0.4768287399938998,ENSSSCG00000011306,ZNF502,False
ENSSSCG00000014337,35503.375965418745,0.8104213293673612,0.7975761398919694,1.016105283035588,0.3095792535498918,0.47685588110791804,ENSSSCG00000014337,ETF1,False
ENSSSCG00000005391,1112.2526362655915,-0.7392639939418106,0.7278957858746319,-1.0156179061450656,0.3098113745955835,0.4770894042695791,ENSSSCG00000005391,TMEFF1,False
ENSSSCG00000035997,4034.064021095608,-0.8929757837411337,0.8792962357083125,-1.0155573826854856,0.3098402078839909,0.4770894042695791,ENSSSCG00000035997,ENSSSCG00000035997,False
ENSSSCG00000014223,433.2833910596855,0.6591073857345146,0.6491094011937248,1.0154026186069762,0.309913945326878,0.47711875210344695,ENSSSCG00000014223,COMMD10,False
ENSSSCG00000036553,207.93283166592823,0.6956200914603167,0.6852924629149894,1.015070395640129,0.3100722723079776,0.47727829390711113,ENSSSCG00000036553,SAMD12,False
ENSSSCG00000054698,591.0880984449511,0.7221050876005675,0.7115359437439251,1.014853984467784,0.31017543576561135,0.47735288403716486,ENSSSCG00000054698,ENSSSCG00000054698,False
ENSSSCG00000056643,6.820651083067846,-1.6060026026131529,1.5832492759465504,-1.0143712850605913,0.3104056207723911,0.4776228966425471,ENSSSCG00000056643,DYNLT2B,False
ENSSSCG00000010995,1804.587113533947,0.7259086758564529,0.7159280521055345,1.013940819502135,0.3106109921042435,0.4778546398275086,ENSSSCG00000010995,CHMP5,False
ENSSSCG00000036086,100.51760851504784,1.2213698471386782,1.206147015676072,1.0126210414358763,0.31124120544431266,0.47865984548467616,ENSSSCG00000036086,PAX5,False
ENSSSCG00000000837,2297.790689555651,-0.7779189076989943,0.7682277176666112,-1.012614996581767,0.31124409388953156,0.47865984548467616,ENSSSCG00000000837,CHST11,False
ENSSSCG00000027741,778.2099814883038,0.8149669293343482,0.8051596823975815,1.012180499286257,0.3114517583835458,0.4787260954121579,ENSSSCG00000027741,ENSSSCG00000027741,False
ENSSSCG00000034522,400.74430843443355,0.8591031902195071,0.8486060866663193,1.0123698188336414,0.3113612633960072,0.4787260954121579,ENSSSCG00000034522,TRIP13,False
ENSSSCG00000007830,14043.788522032692,0.7657174973583424,0.7564685304867281,1.0122265057948454,0.3114297656180186,0.4787260954121579,ENSSSCG00000007830,RBBP6,False
ENSSSCG00000006538,4.7725128471125435,-1.9519767538258463,1.929847305093968,-1.0114669428371177,0.31179299515344394,0.4791661986102416,ENSSSCG00000006538,FLAD1,False
ENSSSCG00000014371,254.03766140283915,-1.2108113792066093,1.1972255759461066,-1.0113477389169259,0.3118500248363134,0.47916945179110243,ENSSSCG00000014371,NDUFA2,False
ENSSSCG00000014259,3.480241322567427,-1.8293108279687187,1.8099858155978616,-1.0106768860862447,0.3121711032858423,0.4794939354466221,ENSSSCG00000014259,ADAMTS19,False
ENSSSCG00000033176,313.65056897145064,-0.7352629360808791,0.7274428492336121,-1.010750104775249,0.3121360493301705,0.4794939354466221,ENSSSCG00000033176,SAP30L,False
ENSSSCG00000037236,27135.63082347787,0.8174958529261206,0.8090118171605853,1.0104869120395694,0.31226206677667867,0.4795492422902672,ENSSSCG00000037236,RPSA,False
ENSSSCG00000035120,11752.540141774743,0.5761335555471475,0.5703466416227045,1.0101463101596926,0.31242519770304733,0.47971533963695073,ENSSSCG00000035120,ALKBH5,False
ENSSSCG00000023871,298.6122934369792,-0.6908728505682281,0.6840977967339175,-1.009903633466818,0.31254146170696584,0.4798094290737128,ENSSSCG00000023871,NAALADL2,False
ENSSSCG00000008484,1716.437524957011,-0.9480229877996368,0.9391872264648317,-1.0094078806502336,0.31277906055105187,0.479953784234986,ENSSSCG00000008484,SRSF7,False
ENSSSCG00000010943,321.69854922886526,-0.8625630123862429,0.8544593153738619,-1.0094840056940984,0.3127425684658416,0.479953784234986,ENSSSCG00000010943,ENSSSCG00000010943,False
ENSSSCG00000037477,4.647406077977115,-2.2595640891063606,2.23860369064568,-1.0093631572878514,0.31280050091042466,0.479953784234986,ENSSSCG00000037477,ENSSSCG00000037477,False
ENSSSCG00000027700,1163.1237594620427,-0.8459882467159451,0.8384345576569571,-1.0090092768600774,0.31297018515387853,0.4801297179417623,ENSSSCG00000027700,RPRD1A,False
ENSSSCG00000013645,15.781674449541729,-15.663960336244356,15.535333976846871,-1.0082796005280081,0.3133202533217896,0.48058226937703213,ENSSSCG00000013645,ATG4D,False
ENSSSCG00000029129,578.6515949432809,-0.6692063088667191,0.66395147104945,-1.0079144908120516,0.31349551439703904,0.48068210483721013,ENSSSCG00000029129,RWDD2A,False
ENSSSCG00000043842,319.998763621066,1.2026862179930957,1.1931321431704076,1.0080075579870817,0.313450833883021,0.48068210483721013,ENSSSCG00000043842,TMEM225B,False
ENSSSCG00000012772,42.28587519381707,1.3312912224363374,1.3217017963431061,1.0072553628358252,0.31381207435633995,0.4810829516573124,ENSSSCG00000012772,BCAP31,False
ENSSSCG00000033232,8.956179322265733,-2.1602980463410613,2.1459083294383983,-1.0067056531284488,0.31407624469305706,0.4814033569632208,ENSSSCG00000033232,ENSSSCG00000033232,False
ENSSSCG00000007342,1607.4062397462233,-1.2070603404992464,1.1994946255270509,-1.0063074188172132,0.31426771284716715,0.4816122343351564,ENSSSCG00000007342,ENSSSCG00000007342,False
ENSSSCG00000000274,5891.806697083174,0.6633860971070501,0.6594449593490543,1.005976446862049,0.3144269001472835,0.48177157694208883,ENSSSCG00000000274,PCBP2,False
ENSSSCG00000015588,302.7700789319222,-0.8455794082158833,0.8408329094765778,-1.0056449963908527,0.31458637072410134,0.4819312975664516,ENSSSCG00000015588,ANGEL2,False
ENSSSCG00000040796,217.37180214223397,1.1699929198066092,1.1640656840259036,1.0050918396290203,0.3148526291215292,0.48225452724494716,ENSSSCG00000040796,IPP,False
ENSSSCG00000021628,216.25209185423168,0.999239205523082,0.9951874998094499,1.0040712988400757,0.3153442483712213,0.4829227643536815,ENSSSCG00000021628,TMEM70,False
ENSSSCG00000010135,4603.2934118338735,-0.7261885529947636,0.723825298975194,-1.0032649508423035,0.3157330422013661,0.48317897689391803,ENSSSCG00000010135,DGCR8,False
ENSSSCG00000056610,1650.1803305051767,0.42111145229028984,0.4196612039063608,1.0034557599569118,0.3156410120574791,0.48317897689391803,ENSSSCG00000056610,ENSSSCG00000056610,False
ENSSSCG00000013758,3.1958280628744897,-2.3408610760350363,2.3326931015198094,-1.0035015212716605,0.3156189432974681,0.48317897689391803,ENSSSCG00000013758,ZSWIM4,False
ENSSSCG00000016044,5427.516115688508,-0.5494307002664457,0.5476345275829481,-1.0032798747942817,0.31572584351674515,0.48317897689391803,ENSSSCG00000016044,ORMDL1,False
ENSSSCG00000014579,250.19203575815325,1.0101669257211512,1.0070093289822892,1.0031356181596183,0.3157954313438829,0.4831897131170826,ENSSSCG00000014579,TMEM41B,False
ENSSSCG00000001434,3.0520206926776012,2.781795979681453,2.776223476942514,1.0020072241248663,0.3163401037983602,0.4838534173084121,ENSSSCG00000001434,EGFL8,False
ENSSSCG00000041314,417.98348940214004,0.8734542445042075,0.8716979388674566,1.0020148098996686,0.3163364401100862,0.4838534173084121,ENSSSCG00000041314,ENSSSCG00000041314,False
ENSSSCG00000035582,1095.888184142928,0.7039232493863431,0.7027419551878767,1.0016809786149037,0.3164976963699331,0.48400962119243535,ENSSSCG00000035582,GIPC2,False
ENSSSCG00000044331,13.931210688472529,1.7699143996781763,1.7674613759448847,1.001387879682508,0.3166393214445533,0.4841413560408572,ENSSSCG00000044331,ENSSSCG00000044331,False
ENSSSCG00000000755,1630.047753959691,0.6433251356805385,0.642727809939452,1.0009293603479563,0.3168609608621086,0.4843953651861877,ENSSSCG00000000755,ERC1,False
ENSSSCG00000035676,497.2901574441738,1.2779775229016295,1.277034968937004,1.000738079995891,0.3169534521766598,0.48445188714197474,ENSSSCG00000035676,G3BP1,False
ENSSSCG00000039046,484.9943629852514,-1.1427765566218064,1.1424909206649703,-1.0002500115770458,0.3171895320226129,0.4846429445682578,ENSSSCG00000039046,ENSSSCG00000039046,False
ENSSSCG00000023264,225.77650231324094,0.653156482037928,0.6529480533383687,1.0003192117634683,0.317156052715436,0.4846429445682578,ENSSSCG00000023264,IDH1,False
ENSSSCG00000013381,1289.8861113821488,-0.9159881568682194,0.9160963121874786,-0.9998819389208097,0.3173676458853417,0.4848294118000546,ENSSSCG00000013381,RPS13,False
ENSSSCG00000027718,5974.952201336293,0.7184467650398948,0.7186133332426407,0.9997682088613716,0.3174226942028091,0.4848294118000546,ENSSSCG00000027718,POLN,False
ENSSSCG00000016134,880.6050741488905,-0.8314053132481433,0.8319959299210303,-0.9992901207185675,0.3176541698069697,0.4850980549064784,ENSSSCG00000016134,FASTKD2,False
ENSSSCG00000015343,549.3936959814083,-0.7768559534181082,0.7775218177536682,-0.9991436068797608,0.3177251294539972,0.48512151874288356,ENSSSCG00000015343,MIOS,False
ENSSSCG00000012613,513.5733249812796,-0.7202459969278621,0.721042716394341,-0.9988950453997191,0.317845536621262,0.4852204605593304,ENSSSCG00000012613,NKAP,False
ENSSSCG00000015140,32458.111232250354,0.6072470723624055,0.6083430831808332,0.9981983672556988,0.31818317803146834,0.48565093781749047,ENSSSCG00000015140,HSPA8,False
ENSSSCG00000006872,1833.7617206992331,0.7614542157464675,0.7639566175962907,0.9967244189104654,0.3188982935254877,0.486657311875377,ENSSSCG00000006872,AGL,False
ENSSSCG00000032740,811.7154801642222,0.6717381796740514,0.6746936752069078,0.9956195001650933,0.3194350564083783,0.48739120514417017,ENSSSCG00000032740,TMEM106B,False
ENSSSCG00000006687,28.567617919558415,1.773727743987088,1.7838464939046723,0.9943275668886534,0.32006341909098057,0.4881792335234918,ENSSSCG00000006687,ITGA10,False
ENSSSCG00000015001,16.553353469971977,1.4350007499873851,1.4431065287134694,0.9943831043898675,0.3200363904827078,0.4881792335234918,ENSSSCG00000015001,SLC35F2,False
ENSSSCG00000003806,479.47825501838605,-0.7240064900490004,0.7285388652681453,-0.9937788147822743,0.32033056221959255,0.4884508362640387,ENSSSCG00000003806,LEPROT,False
ENSSSCG00000008831,39244.218863035225,0.5125194283324485,0.5157522511500713,0.9937318299427411,0.32035344211999695,0.4884508362640387,ENSSSCG00000008831,DCUN1D4,False
ENSSSCG00000030655,8.864318735053693,-1.8314499492513867,1.8439966379802706,-0.9931959264618692,0.3206144831192922,0.4887634485847211,ENSSSCG00000030655,MAMDC2,False
ENSSSCG00000041534,461.5375143063593,-0.8916879122655184,0.8981235999125122,-0.9928342962509606,0.3207907133579794,0.4889466838011752,ENSSSCG00000041534,ENSSSCG00000041534,False
ENSSSCG00000043635,3.607724149556483,1.4210766666525982,1.4315000632543533,0.9927185496743475,0.32084713254246866,0.4889472718417013,ENSSSCG00000043635,ENSSSCG00000043635,False
ENSSSCG00000000262,4.028352643153828,-1.7591240091164033,1.772710221157548,-0.9923359092315306,0.32103369186155173,0.4891461489757116,ENSSSCG00000000262,SPRYD3,False
ENSSSCG00000034468,1764.0841889363674,-0.7738345014058553,0.7802987152944236,-0.9917157189139685,0.32133622095028613,0.48923882995679063,ENSSSCG00000034468,BAG4,False
ENSSSCG00000008429,2509.7596769519296,0.766203656616604,0.7727445964722413,0.9915354440710447,0.32142419400682354,0.48923882995679063,ENSSSCG00000008429,EPCAM,False
ENSSSCG00000059007,154.856371895775,-1.3878359353608827,1.3993913584723074,-0.9917425364666825,0.3213231354870012,0.48923882995679063,ENSSSCG00000059007,RPL36,False
ENSSSCG00000021371,563.156208479971,0.8786608196900032,0.8859079838139774,0.9918195069280514,0.3212855801469624,0.48923882995679063,ENSSSCG00000021371,ZNF300,False
ENSSSCG00000014091,424.5354199865282,-1.0393571879912662,1.047747005839897,-0.9919925155577941,0.3212011764371361,0.48923882995679063,ENSSSCG00000014091,F2RL1,False
ENSSSCG00000028720,20.179322386380314,-1.6217803130325281,1.6356478895633944,-0.9915216614655568,0.32143092048387356,0.48923882995679063,ENSSSCG00000028720,NXN,False
ENSSSCG00000003770,406.81407995322195,-0.7783090982212314,0.7852245060858928,-0.9911930819643766,0.32159130798182045,0.4893975851847515,ENSSSCG00000003770,MIGA1,False
ENSSSCG00000047763,263.2293326001891,-1.2685475505148205,1.2806457947110976,-0.9905530129827923,0.32190389094096594,0.48970246728571637,ENSSSCG00000047763,ENSSSCG00000047763,False
ENSSSCG00000014288,4213.529019367026,0.6238387141178036,0.6297748718648333,0.9905741590968022,0.3218935608954201,0.48970246728571637,ENSSSCG00000014288,GDF9,False
ENSSSCG00000035790,430.13796242628285,-1.1177345349962307,1.1296378632240172,-0.9894627042742582,0.32243680865003743,0.49029384526902625,ENSSSCG00000035790,BTG1,False
ENSSSCG00000005036,50.713756274985975,-1.23091139805212,1.243905343272639,-0.9895539115650611,0.32239220658592405,0.49029384526902625,ENSSSCG00000005036,GPR137C,False
ENSSSCG00000015607,58.005663786160255,-0.9667758523984011,0.9771207844694868,-0.9894128420605622,0.3224611939031563,0.49029384526902625,ENSSSCG00000015607,HHAT,False
ENSSSCG00000004487,84.37722903464521,-18.77607738634275,18.979312410348186,-0.9892917604383482,0.3225204142122031,0.49029845547311574,ENSSSCG00000004487,MTO1,False
ENSSSCG00000024429,26.10773366383107,5.3237666930693015,5.382503713002146,0.9890874167367579,0.322620373603261,0.4903255317150421,ENSSSCG00000024429,SIDT1,False
ENSSSCG00000061275,4.792516824032969,-2.007541302570445,2.029817292470228,-0.9890256182256316,0.32265060773639376,0.4903255317150421,ENSSSCG00000061275,ENSSSCG00000061275,False
ENSSSCG00000039793,2663.333639126631,0.6430882188625876,0.6503360873225792,0.9888551956422549,0.32273399438603134,0.4903668526924098,ENSSSCG00000039793,PATJ,False
ENSSSCG00000013604,3.4347785467365037,2.4367017384013416,2.464874400878183,0.9885703456262096,0.3228734010020846,0.4904932620376376,ENSSSCG00000013604,MYO1F,False
ENSSSCG00000004958,8013.221227779792,0.6551412619317697,0.6629924024893048,0.9881580233377384,0.32307526255155117,0.4906290882396164,ENSSSCG00000004958,PIAS1,False
ENSSSCG00000002950,4.783349818863351,-1.669697925138099,1.6896916503709016,-0.9881672344013692,0.3230707521720936,0.4906290882396164,ENSSSCG00000002950,SIPA1L3,False
ENSSSCG00000012480,5.267095693051105,-2.8990096649426893,2.9353286968063212,-0.9876269284924895,0.3233353930693691,0.4907678970122307,ENSSSCG00000012480,TNMD,False
ENSSSCG00000025810,73.85351552417671,1.1781693250790923,1.192835618281138,0.9877046820389388,0.3232973008159389,0.4907678970122307,ENSSSCG00000025810,KCNAB1,False
ENSSSCG00000027139,3971.123245869185,0.7714834307902863,0.7811288321928979,0.9876519710896682,0.32332312412688347,0.4907678970122307,ENSSSCG00000027139,FYTTD1,False
ENSSSCG00000012489,32.98136202251907,-1.2878338684335529,1.3051167377905446,-0.9867576065369829,0.3237614819252228,0.4913291637007816,ENSSSCG00000012489,TRMT2B,False
ENSSSCG00000008501,116.42341927560035,1.211378052944311,1.2284189283795064,0.9861277980650501,0.32407040423011657,0.49171245823543686,ENSSSCG00000008501,VIT,False
ENSSSCG00000015650,1572.4108236359807,1.2268360447698017,1.244927048565014,0.9854682217596082,0.32439413345998,0.49194702964403647,ENSSSCG00000015650,MAPKAPK2,False
ENSSSCG00000004361,12.886463272796098,1.666847094288814,1.6914216714353567,0.9854710522150941,0.3243927437833324,0.49194702964403647,ENSSSCG00000004361,GRIK2,False
ENSSSCG00000028148,664.8789417727136,-0.6959375489323498,0.7060967457719797,-0.9856121743932938,0.32432346154731695,0.49194702964403647,ENSSSCG00000028148,ENSSSCG00000028148,False
ENSSSCG00000003214,2.9777332952907942,2.0155302734504557,2.0457896938410824,0.9852089291085375,0.3245214555405924,0.49205459966067927,ENSSSCG00000003214,KCNC3,False
ENSSSCG00000042027,1939.6064232559888,0.8784747551325662,0.8918473563666601,0.9850057286836917,0.32462125704216893,0.4920869779958057,ENSSSCG00000042027,ENSSSCG00000042027,False
ENSSSCG00000017340,6.758096158628741,-1.90834228606696,1.937529576451218,-0.9849358220184089,0.3246555961863229,0.4920869779958057,ENSSSCG00000017340,DCAKD,False
ENSSSCG00000022343,198.5365824331215,-0.8360386937427564,0.8492029616198298,-0.9844980900067012,0.3248706701063444,0.49232745177977794,ENSSSCG00000022343,ENO1,False
ENSSSCG00000024152,354.33718317817403,-0.9867482474235449,1.0028988698596069,-0.9838960607879409,0.32516662074690283,0.49255362044489687,ENSSSCG00000024152,ETV6,False
ENSSSCG00000000886,664.6502091453482,-1.4250401865882676,1.4483311960537764,-0.9839187269258792,0.32515547515742094,0.49255362044489687,ENSSSCG00000000886,SLC25A3,False
ENSSSCG00000015462,856.7665017588058,0.7414871508433849,0.7537466437086041,0.9837352604253072,0.32524569802927983,0.49255362044489687,ENSSSCG00000015462,TPK1,False
